plot;tree.n;h.status.x;def;height;DBH;canopyA;mycrhz;pci;richness.05;richness.010;shannon.05;shannon.010;shrubcov.05;shrubcov.010;FRic05;FEve05;FDiv05;RaoQ05;FRic010;FEve010;FDiv010;RaoQ010;Ndef.m;Ntindex;Ndindex;basalA.hectare;stands.hectare;slope;comp;aridity.index;lat;long;pH;CO3;C;N;pbray;NO3;NH4;Ca.mass;Ca.mol;Mg.mass;Mg.mol;K.mass;K.mol;Na.mass;Na.mol;humid;sand;LAB.a.010;LAB.a.05;LAB.r.010;LAB.r.05;CIS.a.010;CIS.a.05;CIS.r.010;CIS.r.05;FAB.a.010;FAB.a.05;FAB.r.010;FAB.r.05;NMDS1;NMDS2
Moralejos;188;H;35;-0.737;-0.52;-0.941;NA;NA;-0.332;-0.587;-0.764;-0.962;2.815;2.703;-0.277;-0.883;1.262;-0.352;-0.333;-1.09;1.331;-0.346;-0.256;0.561;-0.014;0.574;1.835;-0.4;0.181;2.155;0.146;0.628;-1.156;-0.102;0.878;0.595;0.605;-0.509;3.061;-0.65;-0.65;0.815;0.814;-0.658;-0.658;0.2;0.195;-0.06;-0.145;-0.496864726;-0.452508824;-0.513989305;-0.466534796;3.937779172;4.164520562;1.440778511;1.453859403;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.606695008;0.458421292
Moralejos;189;H;30;-0.784;-1.419;-0.151;-0.226;NA;-0.332;-0.587;-0.268;-0.453;1.829;2.088;-0.277;-0.884;1.262;-0.349;-0.333;-1.093;1.331;-0.339;0.117;0.827;0.831;0.563;0.625;1.223;0.304;2.155;0.146;0.629;-1.414;-0.102;-0.239;-0.585;-0.373;-0.287;-0.477;-0.825;-0.825;0.21;0.212;-0.777;-0.777;-0.219;-0.219;-0.09;-0.314;-0.496864726;-0.452508824;-0.513989305;-0.466534796;3.159019797;2.882442068;1.440778511;1.453859403;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.50738967;0.524532762
Remolinos;190;H;5;1.31;0.366;1.202;NA;NA;0.58;0.543;0.726;0.618;-0.095;0.72;-0.222;1.413;1.207;-0.31;-0.237;0.761;-0.271;-0.293;0.824;0.429;0.587;0.541;-0.181;2.129;0.316;0.012;0.668;-1.305;-0.252;-0.102;-0.406;-0.438;-0.551;-0.629;-0.66;-0.407;-0.407;0.32;0.319;-0.597;-0.597;0.428;0.428;-0.868;-0.486;0.789100475;0.572254491;0.457206384;1.09033673;0.846657507;0.01251526;0.767376293;0.610340265;-0.066195437;-0.245342556;-0.116171443;-0.21134021;0.130665412;-0.865295241
Remolinos;191;H;15;-0.97;-0.619;-0.56;0.184;-0.436;1.036;0.92;1.627;1.355;-0.122;-0.321;-0.176;1.388;0.242;-0.286;-0.144;1.28;0.361;-0.196;0.207;0.076;0.173;-0.122;-0.584;1.752;-0.053;0.012;0.665;-1.305;-1.304;-0.102;-1.273;-1.175;-0.625;-1.025;-0.742;-1.023;-1.023;-0.83;-0.829;-0.64;-0.64;0.375;0.375;-1.521;0.433;0.027962952;0.30063048;0.457206384;0.717284447;-0.427857196;-0.168586664;-0.085258454;0.235997453;-0.093515301;0.389799658;0.244926607;1.206283517;0.100408487;-0.946884696
Remolinos;192;D;50;-1.482;-1.518;-0.689;NA;NA;-0.332;-0.21;-0.654;0.126;1.829;1.422;-0.277;-0.884;1.262;-0.344;-0.323;1.383;-0.495;-0.301;-0.419;0.281;-0.381;0.059;-0.383;2.016;-0.521;0.012;0.671;-1.305;-1.027;-0.102;-1.035;-0.88;-0.64;-0.53;-0.85;-0.684;-0.684;-0.563;-0.563;-0.424;-0.424;-0.092;-0.092;0.158;-0.328;1.89096382;0.223464567;0.777840368;-0.153170878;1.452027079;2.657732032;0.728969323;1.296635422;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.010692975;-1.397109709
Remolinos;193;D;20;-1.109;-0.964;-0.045;-0.583;-0.231;0.58;0.543;0.726;0.74;0.201;-0.277;-0.266;1.233;-0.06;-0.306;-0.229;-0.311;0.022;-0.253;-0.368;0.517;-0.015;0.314;0.021;2.129;0.255;0.012;0.666;-1.306;0.007;-0.102;-0.299;-0.29;-0.62;-0.512;-0.858;-0.429;-0.429;-0.559;-0.558;-0.61;-0.611;-0.633;-0.633;-0.751;-0.044;0.659954397;0.768255908;1.502751982;0.901323573;-0.297814843;0.286476811;0.198953128;0.642783309;-0.357151986;-0.119967412;-0.335018746;-0.053826463;0.026659664;-1.147485733
Remolinos;194;H;10;-0.97;-0.348;0.054;NA;NA;1.036;0.543;-0.176;0.109;0.349;0.462;-0.176;0.254;-0.167;-0.34;-0.237;-0.225;-0.347;-0.316;0.91;0.345;0.482;0.337;-0.383;1.676;-0.263;0.012;0.667;-1.306;-1.71;-0.102;-0.821;-0.733;-0.593;-0.33;-0.612;-0.965;-0.965;-0.624;-0.623;-0.621;-0.621;-0.082;-0.081;0.538;0.008;-0.070957448;-0.327500046;-0.13759289;-0.342184035;0.860608411;0.853895304;1.110478564;1.296635422;-0.145423042;-0.150277887;-0.148998539;-0.129433061;-0.071176738;-0.984583539
Remolinos;195;D;45;-0.458;-1.764;-0.015;-0.515;NA;0.58;0.166;0.873;0.776;2.075;1.964;-0.266;1.225;-0.078;-0.305;-0.283;1.503;-0.142;-0.296;1.384;0.723;1.274;0.604;0.021;2.129;0.008;0.012;0.667;-1.306;-1.138;-0.102;-0.714;-0.733;-0.637;-0.471;-0.702;-0.811;-0.811;-0.636;-0.637;-0.604;-0.604;-0.012;-0.007;-0.152;0.124;2.220698487;2.48905575;0.68954985;0.776972813;1.377290095;1.931272189;0.344899617;0.64028769;1.368097409;0.46970909;0.518485735;0.103687285;0.076615216;-1.285167413
Remolinos;196;D;60;0.007;-0.545;-0.688;NA;NA;0.124;0.166;0.413;0.302;-0.095;0.314;-0.274;1.343;-0.219;-0.306;-0.315;1.048;-0.126;-0.284;1.548;-0.437;0.149;-0.366;-0.584;3.262;-0.916;0.012;0.665;-1.307;-1.636;-0.102;-0.964;-0.88;-0.613;-0.389;-0.428;-0.836;-0.836;-0.662;-0.661;-0.764;-0.764;0.164;0.163;0.797;-0.2;2.484486221;0.817642091;2.418185239;1.463389012;-0.164284765;-0.041353584;-0.174874719;0.485559328;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.162268769;-1.184853769
Remolinos;197;H;30;-1.435;-0.04;-0.104;0.177;NA;1.492;0.92;1.259;0.933;0.004;0.856;-0.176;0.253;0.241;-0.305;-0.231;-0.178;-0.181;-0.276;0.952;0.233;0.54;0.036;-0.181;2.129;0.169;0.012;0.663;-1.307;-0.584;-0.102;0.058;-0.142;-0.305;-0.448;-0.746;-0.409;-0.409;0.861;0.86;-0.297;-0.297;0.148;0.152;-0.152;0.671;2.62324956;0.967343961;1.679333017;1.463389012;-0.368565855;-0.435365702;-0.663923478;-0.480245128;1.910396704;0.949165686;1.508769781;2.075759402;0.38294569;-1.0009643
Remolinos;198;H;20;-1.202;-0.631;-0.49;0.139;-0.573;-0.788;0.166;-1.077;-0.067;0.004;0.339;-0.277;-0.885;-1.231;-0.353;-0.283;0.305;1.162;-0.305;2.528;0.197;1.939;0.036;-0.181;2.507;0.255;0.012;0.662;-1.307;-1.082;-0.102;-0.869;-0.88;-0.613;-0.855;1.535;-0.766;-0.766;-0.307;-0.306;-0.552;-0.552;0.699;0.704;-0.691;-0.399;3.455829593;3.212872007;3.30573728;4.507495637;-0.681464695;-0.709327253;-0.950695525;-1.044254965;0.148265493;-0.318363245;0.212099511;-0.368853957;0.621001517;-1.366531235
Remolinos;199;D;80;-0.504;-0.964;-0.391;NA;NA;0.58;0.543;0.891;0.389;0.546;1.028;-0.266;0.24;0.197;-0.298;-0.262;0.064;0.302;-0.288;2.699;0.854;2.829;0.39;0.021;1.903;0.378;0.012;0.662;-1.308;-1.359;-0.102;-1.083;-1.028;-0.439;-0.481;-0.397;-0.772;-0.772;-0.236;-0.236;-0.118;-0.118;0.469;0.47;0.003;0.404;3.194789649;1.630970806;1.86520779;1.32411616;-0.681464695;-0.444600361;-1.009586214;-0.699859578;2.796926281;2.277315565;2.023060943;2.80032264;0.785865403;-1.238830691
Remolinos;200;D;85;-1.202;-0.496;-1.135;-0.611;-0.436;0.124;0.166;0.321;0.442;1.73;1.25;-0.266;1.264;-0.316;-0.313;-0.283;0.116;0.938;-0.289;1.574;1.164;2.372;0.913;0.625;1.752;0.193;0.012;0.662;-1.307;-1.783;-0.102;-0.382;-0.438;-0.21;0.025;-0.669;-0.704;-0.704;-0.436;-0.437;-0.446;-0.446;0.954;0.958;0.601;0.734;1.823642992;1.501332074;0.838249669;0.468582926;-0.541955658;-0.406122615;-0.894365302;-0.824640515;4.548129546;6.424339566;2.996931441;4.199044717;0.53624335;-1.272863775
Remolinos;201;H;40;-0.225;-1.161;-0.798;NA;NA;0.58;0.543;-0.121;0.372;-0.046;0.363;-0.187;0.704;1.166;-0.308;-0.262;0.234;0.31;-0.288;2.311;0.981;3;1.238;1.029;2.499;-0.115;0.012;0.66;-1.307;-1.488;-0.102;-1.118;-1.028;-0.568;-0.756;-0.073;-1.001;-1.001;-0.638;-0.637;-0.399;-0.399;-0.198;-0.198;-0.027;0.321;2.701561543;2.556961753;2.520416364;3.845949589;-0.676980476;-0.55541627;-0.948135061;-0.712337672;0.973325378;-0.318363245;1.125787001;-0.368853957;0.664288556;-1.212341555
Remolinos;202;H;20;-1.156;-0.89;-1.011;0.623;-0.573;-0.332;-0.587;-0.838;-1.19;-0.046;0.363;-0.277;-0.883;1.262;-0.339;-0.333;-1.024;1.331;-0.344;1.37;0.825;1.717;1.347;0.625;2.28;0.008;0.012;0.659;-1.307;-1.23;-0.102;-0.358;-0.142;-0.478;-0.269;-0.602;-0.514;-0.514;-0.544;-0.544;-0.289;-0.289;0.151;0.152;0.253;0.259;4.374964977;2.933531404;4.109645674;4.383144876;-0.787591213;-0.680597203;-1.106883873;-0.981864497;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.950517832;-1.622232098
Remolinos;203;D;90;-1.063;-1.456;-1.468;NA;NA;0.124;0.166;0.137;0.495;0.201;-0.019;-0.224;1.653;1.252;-0.326;-0.267;0.851;-0.285;-0.237;1.436;0.829;2.266;0.718;0.021;3.375;-0.176;0.012;0.66;-1.306;-1.377;-0.102;-0.774;-0.733;-0.618;-0.314;-0.88;-0.908;-0.908;-0.811;-0.81;-0.774;-0.775;-0.492;-0.495;0.829;0.045;1.863485931;2.986004225;2.566885058;3.38833879;-0.415899278;-0.635449981;-0.366909572;-0.919474028;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.0373974;-0.685998448
Remolinos;204;H;25;-0.784;0.009;-0.415;NA;NA;0.124;0.543;0.174;0.758;-0.588;0.179;-0.266;1.074;-0.336;-0.329;-0.271;0.975;0.713;-0.296;1.574;0.653;2.033;0.616;0.424;3.45;-0.423;0.012;0.66;-1.307;-1.138;-0.102;-0.548;-0.585;-0.566;-0.611;-0.598;-0.579;-0.579;-0.217;-0.217;-0.048;-0.048;0.367;0.364;0.473;-0.287;1.513142848;-0.114522128;1.683979886;0.776972813;-0.522524042;-0.698040448;-0.666483943;-0.981864497;1.044357023;0.555129518;1.448586773;4.199044717;0.299414086;-1.18712092
Remolinos;205;D;70;-0.504;0.391;0.058;NA;NA;0.58;0.92;1.02;1.109;0.004;1.188;-0.187;0.871;0.908;-0.223;-0.157;0.967;0.219;-0.224;1.092;0.465;1.383;0.296;0.021;2.356;0.255;0.012;0.664;-1.307;-1.285;-0.102;-0.631;-0.88;-0.553;-0.45;-0.694;-0.673;-0.672;-0.081;-0.082;-0.682;-0.682;0.571;0.566;-0.152;0.023;3.675652705;1.150998832;1.981379523;1.712090534;0.197442238;-0.206551373;-0.215842154;-0.013564422;0.465175912;0.172115341;0.201157146;0.576228527;0.220487438;-1.040976137
Remolinos;206;D;50;-1.156;0.206;-0.643;0.657;-0.573;0.124;0.166;0.266;0.793;1.927;2.112;-0.266;1.342;-0.355;-0.313;-0.283;1.053;0.528;-0.289;2.29;0.385;2.133;0.311;0.625;2.884;0.44;0.012;0.667;-1.307;-1.802;-0.102;-0.204;-0.88;-0.467;-1.039;-0.716;-1.052;-1.052;-0.692;-0.693;-0.715;-0.715;0.711;0.714;-1.436;0.75;0.945724442;1.226621426;0.094750577;0.279569769;0.350403933;-0.337375709;-0.38227236;-0.79469309;5.961932494;7.173834933;2.772612955;4.356558465;0.111088941;-1.177312459
Remolinos;207;H;10;-1.295;-0.348;-0.841;NA;NA;0.58;0.166;0.91;1.021;0.053;-0.203;-0.266;1.42;-0.38;-0.319;-0.283;1.064;0.559;-0.274;-0.624;-0.862;-0.851;-0.907;-0.786;1.752;0.255;0.012;0.666;-1.306;-0.676;-0.102;-0.572;-0.585;-0.434;-0.39;-0.711;-0.37;-0.37;0.195;0.193;-0.444;-0.444;0.34;0.343;-0.544;0.639;0.425018447;0.078392652;0.954421402;0.219881404;-0.492131002;-0.009032278;-0.38739329;0.318352872;0.765694413;0.772813835;1.771386544;1.62842036;0.254104069;-1.067132145
Remolinos;208;H;15;-1.202;0.194;-0.747;1.076;NA;0.58;0.166;1.112;0.74;0.349;0.019;-0.266;1.443;-0.275;-0.311;-0.283;1.381;-0.062;-0.306;-0.155;0.174;-0.08;-0.092;-0.181;2.356;0.624;0.012;0.667;-1.305;-0.824;-0.102;-0.786;-0.88;-0.45;-0.453;0.336;-0.44;-0.44;0.85;0.851;-0.365;-0.365;0.919;0.916;-0.06;0.528;0.131005036;0.306803753;0.27597848;0.28951783;-0.152326848;0.048427823;0.111897328;0.091251566;0.894097773;1.445155267;1.508769781;2.113562702;-0.0204194;-1.057834388
Remolinos;209;D;60;-0.272;1.672;-0.755;-0.531;NA;1.492;0.92;1.314;0.389;0.546;0.955;-0.188;0.184;0.074;-0.301;-0.231;-0.582;-0.184;-0.315;1.165;-0.124;0.703;-0.096;-0.181;2.884;-0.115;0.012;0.665;-1.304;-0.547;-0.102;0.842;0.743;0.022;-0.935;3.557;0.347;0.347;-0.391;-0.39;-0.298;-0.298;0.311;0.311;1.499;-0.182;0.58988578;1.428796116;0.21092231;1.150025095;1.048945611;0.300841836;0.75457397;0.265944878;0.30125673;0.198292569;0.140974138;0.261201032;-0.088842464;-1.246529085
Emparedada ;210;H;40;-0.551;-1.198;-0.643;NA;NA;1.492;0.92;1.204;0.442;0.546;0.437;-0.159;0.778;0.332;-0.299;-0.307;0.52;0.969;-0.244;-1.391;-1.192;-1.073;-1.349;-0.181;0.242;1.61;-1.094;-0.159;1.301;1.04;-0.102;0.759;0.743;-0.554;-0.729;0.074;2.427;2.427;-0.391;-0.39;1.936;1.936;1.868;1.87;1.295;-2.305;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.691927873;-0.388679371;-0.978860637;-0.627486634;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-1.253246399;0.06863766
Emparedada ;211;H;50;-0.039;-1.025;-0.389;-1.71;-0.573;0.124;0.543;0.137;0.811;1.434;0.659;-0.196;0.175;0.837;-0.325;-0.326;-0.076;0.962;-0.232;-1.135;-0.88;-0.716;-1.015;0.222;0.189;1.216;-1.094;-0.161;1.301;0.468;-0.102;1.388;1.48;-0.541;-0.688;-0.807;2.216;2.216;-0.211;-0.213;1.433;1.433;1.143;1.138;2.127;-2.619;-0.479004098;-0.336759955;-0.500048697;-0.4018724;-0.391983443;-0.709327253;-0.638318831;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-1.105379573;-0.820825347
Emparedada ;212;H;30;-0.877;-0.447;-0.226;NA;NA;1.492;0.92;1.351;1.214;0.941;0.831;-0.14;1.069;0.238;-0.298;-0.318;1.404;0.248;-0.209;-0.56;-1.132;-0.843;-1.107;-0.584;-0.091;1.684;-1.094;-0.165;1.302;0.45;-0.102;0.39;0.3;-0.563;-0.939;-0.631;2.562;2.562;-0.883;-0.885;2.558;2.558;1.165;1.16;0.862;-1.586;-0.414431059;-0.085199082;-0.458226873;-0.217833274;0.861106658;1.179160516;0.672639099;0.892345184;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.881966457;-0.893502052
Emparedada ;213;H;20;-0.272;-1.025;-0.746;-1.368;NA;0.58;0.166;1.002;-0.155;0.152;-0.216;-0.256;1.789;0.587;-0.312;-0.329;0.19;-0.082;-0.295;-0.688;-0.754;-0.675;-0.834;1.029;0.649;1.635;-1.094;-0.166;1.301;0.523;-0.102;-0.655;-0.585;-0.706;-0.871;-0.777;2.48;2.48;-1.217;-1.216;3.273;3.273;1.46;1.457;0.634;-1.591;-0.496864726;-0.452508824;-0.513989305;-0.466534796;0.068396379;-0.056744683;1.000378582;0.111216516;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-1.242945326;0.64002352
Emparedada ;214;H;15;-0.411;1.241;1.257;NA;NA;0.58;0.543;1.13;0.969;0.497;0.388;-0.162;1.635;0.923;-0.271;-0.326;1.379;0.936;-0.182;-1.199;-1.205;-1;-1.199;-0.584;0.347;1.413;-1.094;-0.17;1.302;2.037;-0.102;0.319;0.448;-0.668;-0.871;-0.832;3.505;3.505;-0.828;-0.829;2.673;2.672;1.669;1.669;2.021;-2.44;1.215007753;1.785302631;1.084533743;1.523077377;-0.349632486;-0.407148689;-0.487251413;-0.637469109;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-1.575299407;-0.377487037
Emparedada ;215;H;50;0.007;0.834;-0.3;-0.823;-0.573;1.036;0.543;1.369;1.214;-0.046;-0.006;-0.15;1.739;0.592;-0.296;-0.31;1.271;0.618;-0.241;-1.084;-0.566;-0.859;0.113;-0.181;0.261;1.24;-1.317;-0.172;1.303;0.468;-0.102;1.115;1.48;-0.627;-0.775;-0.614;2.193;2.193;-0.263;-0.264;2.454;2.454;0.584;0.587;1.915;-1.976;-0.046227348;-0.018836397;0.066869361;0.155219008;-0.337674568;-0.305054403;-0.223523548;-0.170788403;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.96251889;0.770974014
Emparedada ;216;H;60;0.892;0.231;0.232;NA;NA;1.036;0.92;1.811;1.706;1.237;0.683;-0.207;1.638;0.791;-0.269;-0.323;1.121;0.472;-0.232;-1.362;-1.084;-1.063;-1.255;0.424;0.445;0.809;-1.317;-0.172;1.303;0.32;-0.102;0.082;0.448;-0.664;-0.866;-0.007;1.295;1.295;-0.832;-0.833;2.021;2.021;2.873;2.867;0.829;-1.71;-0.496864726;-0.452508824;-0.513989305;-0.466534796;0.744018716;1.019093093;0.690562352;0.488054947;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.516331394;-0.623834188
Emparedada ;217;H;60;-1.016;0.625;0.693;-0.608;NA;1.492;0.92;1.388;-0.137;1.434;0.758;-0.197;1.759;0.654;-0.291;-0.31;0.685;0.258;-0.281;-0.573;-0.584;-0.43;-0.695;-0.383;-0.06;1.672;-1.317;-0.173;1.303;0.56;-0.102;0.854;0.595;-0.652;-0.879;-0.798;3.42;3.421;-0.993;-0.992;4.27;4.27;1.091;1.085;2.056;-2.271;-0.496864726;-0.452508824;-0.513989305;-0.466534796;1.13464402;0.509134701;1.054148341;-0.055989941;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-1.286585252;0.326328934
Emparedada ;218;H;30;-0.272;0.415;0.319;NA;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-0.953;-0.231;-0.771;0.091;0.021;0.317;1.117;-1.317;-0.176;1.303;1.464;-0.102;0.509;0.743;-0.233;-0.869;-0.492;3.9;3.9;-1.02;-1.02;4.074;4.074;1.076;1.075;1.295;-1.718;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
Emparedada ;219;H;20;-0.411;0.034;0.239;-1.435;-0.061;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-0.539;-0.388;-0.277;-0.236;0.424;-0.815;0.994;-1.317;-0.179;1.304;0.265;-0.102;1.65;2.366;0.266;-0.618;-0.335;4.269;4.269;-0.161;-0.161;4.103;4.103;1.975;1.976;1.499;-1.682;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
Machuca;220;D;100;0.659;0.736;0.651;NA;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;1.676;-0.86;-0.321;-0.857;-0.786;-1.178;1.117;-0.821;-1.291;-1.541;0.523;-0.102;1.02;1.333;0.216;-0.456;-0.32;0.146;0.146;-0.678;-0.679;0.47;0.47;-1.257;-1.258;-1.069;-0.646;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
Machuca;221;D;45;-0.83;1.364;-0.119;-1.982;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;0.91;-0.695;-0.305;-0.617;-0.786;-0.249;-0.484;-0.821;-1.29;-1.542;0.191;-0.102;-0.109;-0.438;1.052;-0.818;-0.631;1.638;1.637;-0.986;-0.987;4.261;4.261;-0.401;-0.399;-0.838;0.319;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
Machuca;222;H;25;-0.691;-0.434;-0.311;NA;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-0.368;-1.235;-0.964;-1.234;-1.189;-0.415;-0.484;-0.821;-1.287;-1.542;0.911;-0.102;1.626;1.628;0.838;-0.84;0.102;0.753;0.753;-0.059;-0.059;1.838;1.838;-1.243;-1.248;-0.691;0.501;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
Machuca;223;H;10;0.007;-0.053;-0.294;1.177;3.59;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;0.435;0.301;0.469;0.384;0.021;-0.332;-1.224;-0.821;-1.286;-1.542;-0.344;-0.102;1.543;1.333;0.635;-0.782;-0.094;0.568;0.568;0.979;0.977;2.784;2.784;-0.251;-0.251;-0.661;-0.09;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
Machuca;224;D;75;-1.202;-0.508;-0.747;NA;NA;-0.788;-0.587;-1.077;-0.541;-0.194;-0.708;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;1.331;-0.336;1.53;-0.144;0.776;-0.362;0.021;0.242;0.378;-0.821;-1.283;-1.543;0.874;-0.102;-0.31;-0.142;-0.315;-0.462;-0.514;-0.076;-0.076;-0.626;-0.623;0.028;0.028;-1.027;-1.025;-1.241;-1.003;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.375541307;0.252616394;1.440778511;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.552086755;-1.363145098
Machuca;225;D;80;-0.551;-1.013;-1.16;-1.565;NA;-0.788;-0.21;-1.077;0.407;-0.342;-0.228;-0.277;-0.885;-1.231;-0.353;-0.249;0.701;0.576;-0.276;1.037;-0.797;0.084;-0.777;-0.584;0.196;0.107;-0.821;-1.281;-1.544;0.616;-0.102;-0.299;-0.29;-0.354;-0.705;-0.556;0.222;0.222;0.583;0.585;-0.069;-0.069;-0.609;-0.611;-1.325;-0.061;-0.496864726;-0.452508824;-0.513989305;-0.466534796;0.155091281;0.060227665;1.248743658;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.409967454;-1.029672272
Machuca;226;D;40;-0.83;-0.816;-0.704;NA;NA;0.124;0.166;0.413;0.196;1.927;0.782;-0.19;1.426;0.274;-0.316;-0.201;-0.826;0.689;-0.311;0.718;-0.692;-0.207;-0.929;-0.584;0.619;0.378;-0.821;-1.28;-1.544;-0.178;-0.102;0.165;0.153;-0.115;-0.714;-0.304;-0.132;-0.132;0.503;0.501;0.02;0.02;-1.115;-1.11;-1.268;-0.644;-0.437787265;-0.452508824;-0.472167481;-0.466534796;1.458006038;2.823955894;1.387008753;1.326582847;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.395278453;-1.144491118
Machuca;227;D;50;-0.597;-0.36;-0.629;0.16;-0.231;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;0.867;1.675;2.273;2.34;1.029;-0.891;1.117;-0.821;-1.285;-1.544;0.025;-0.102;-0.619;-0.142;0.114;-0.882;-0.562;-0.164;-0.164;0.788;0.786;0.329;0.329;-0.504;-0.505;-1.241;-0.01;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
Machuca;228;H;10;-0.039;1.475;1.637;NA;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-1.007;-0.819;-0.955;-0.693;-0.988;-0.944;1.24;-0.821;-1.286;-1.541;0.339;-0.102;-0.358;0.005;-0.392;-0.727;-0.441;0.583;0.583;-0.679;-0.679;1.621;1.621;-0.852;-0.855;-0.955;0.007;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
Machuca;229;D;80;-0.272;-0.336;-0.234;-2.029;-0.231;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;0.335;-0.206;0.05;-0.09;-0.584;-0.362;1.733;-0.838;-1.286;-1.54;0.745;-0.102;-0.025;0.153;0.676;-0.916;-0.531;0.811;0.811;-0.386;-0.385;5.452;5.452;0.795;0.799;-0.454;-0.672;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
Machuca;230;H;0;0.287;0.92;1.877;NA;NA;-0.788;-0.964;-1.077;-1.19;-0.342;-0.154;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-0.241;-0.344;-0.19;-0.062;-0.584;-0.589;1.61;-0.838;-1.282;-1.54;0.413;-0.102;-0.358;-0.29;-0.333;-0.727;-0.609;0.537;0.537;-0.796;-0.796;1.043;1.043;-0.428;-0.431;-1.156;-0.302;-0.496864726;-0.452508824;-0.513989305;-0.466534796;0.325491605;0.060227665;1.440778511;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.734852448;-1.510607069
