plot;tree.n;h.status.x;def;height;DBH;canopyA;mycrhz;pci;richness.05;richness.010;shannon.05;shannon.010;shrubcov.05;shrubcov.010;FRic05;FEve05;FDiv05;RaoQ05;FRic010;FEve010;FDiv010;RaoQ010;Ndef.m;Ntindex;Ndindex;basalA.hectare;stands.hectare;slope;comp;aridity.index;lat;long;pH;CO3;C;N;pbray;NO3;NH4;Ca.mass;Ca.mol;Mg.mass;Mg.mol;K.mass;K.mol;Na.mass;Na.mol;humid;sand;LAB.a.010;LAB.a.05;LAB.r.010;LAB.r.05;CIS.a.010;CIS.a.05;CIS.r.010;CIS.r.05;FAB.a.010;FAB.a.05;FAB.r.010;FAB.r.05;NMDS1;NMDS2
Valdecheras;135;H;25;-0.039;-0.188;-0.637;0.382;NA;-0.788;-0.587;-1.077;-0.664;-0.49;-0.523;NA;NA;NA;-0.353;NA;NA;NA;2.041;0.168;2.2;1.871;2.532;1.432;0.846;0.008;2.866;0.407;-0.906;0.099;-0.102;-0.334;-0.585;-0.41;-0.191;-0.534;0.109;0.109;-0.369;-0.367;0.491;0.491;1.755;1.754;1.295;-1.487;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.14186367;-0.132161065;1.440778511;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.099589311;0.938751456
Valdecheras;136;D;80;0.473;1.881;-0.399;NA;NA;-0.332;-0.587;-0.654;-0.699;1.483;0.573;NA;NA;NA;0.327;NA;NA;NA;1.74;0.271;1.999;1.79;2.204;0.222;1.034;0.008;2.866;0.406;-0.906;1.28;-0.102;0.141;-0.29;-0.477;-0.801;-0.031;0.927;0.927;-1.186;-1.188;1.171;1.171;1.28;1.276;0.095;-0.388;-0.496864726;-0.452508824;-0.513989305;-0.466534796;1.244258263;2.433021996;1.440778511;1.453859403;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.320322145;0.615136841
Valdecheras;137;D;80;-0.737;2.977;-1.093;-0.644;NA;-0.332;-0.587;-0.176;-0.207;0.595;-0.437;NA;NA;NA;1.406;NA;NA;NA;4.952;-0.078;1.853;0.668;2.342;1.634;-0.362;-1.1;2.866;0.405;-0.906;1.649;-0.102;-0.857;-1.323;-0.576;-0.952;-0.434;1.2;1.2;-1.339;-1.337;2.163;2.163;1.533;1.531;0.253;-0.659;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.032249426;1.278689619;1.440778511;1.453859403;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.102189151;0.873377553
Valdecheras;138;H;30;0.054;-0.791;-0.76;NA;NA;-0.788;-0.587;-1.077;-0.839;-0.786;-0.635;NA;NA;NA;-0.353;NA;NA;NA;0.984;0.05;3.217;1.845;3.424;0.827;0.529;-1.495;2.866;0.404;-0.907;0.763;-0.102;0.034;-0.29;-0.453;-0.242;-0.521;0.866;0.865;-0.848;-0.847;1.317;1.317;1.466;1.467;0.829;-1.093;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.281372707;-0.516938524;1.440778511;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.07267406;1.051365409
Valdecheras;139;H;25;2.195;2.275;1.852;0.626;0.485;-0.332;-0.587;-0.838;-0.418;0.743;0.856;NA;NA;NA;-0.072;NA;NA;NA;3.345;-0.241;-0.344;-0.474;-0.708;-0.584;0.619;0.008;2.866;0.408;-0.906;1.003;-0.102;-0.501;-0.88;-0.639;-0.741;0.443;0.581;0.581;-1.187;-1.188;0.751;0.751;1.622;1.626;0.506;-0.496;-0.496864726;-0.452508824;-0.513989305;-0.466534796;1.602497541;1.471078348;1.440778511;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.348752811;0.58130084
Monte Mediterraneo;150;H;0;-1.295;-0.471;-0.231;NA;NA;0.124;-0.21;-0.893;-0.067;0.152;0.228;-0.247;-0.795;0.308;-0.352;-0.292;1.646;-0.042;-0.324;-0.397;0.421;-0.172;0.449;0.424;0.619;0.748;0.26;0.065;-0.19;-0.732;-0.102;-0.239;0.005;-0.057;-0.505;0.535;-0.723;-0.723;0.616;0.618;-0.256;-0.256;0.097;0.099;-0.751;0.799;-0.496864726;-0.452508824;-0.513989305;-0.466534796;0.675758937;0.680488929;1.228259941;1.416425122;-0.026581635;-0.261875542;0.047964034;-0.274345709;NA;NA
Monte Mediterraneo;151;H;7;-0.97;0.883;0.829;1.11;-0.402;-0.332;-0.21;-0.967;-0.699;0.152;0.302;-0.277;-0.88;1.262;-0.352;-0.264;-0.517;1.229;-0.33;0.711;1.001;1.954;1.223;0.424;1.903;0.501;0.26;0.064;-0.19;-0.178;-0.102;1.163;1.923;-0.125;0.785;-0.598;0.063;0.063;0.133;0.133;-0.312;-0.312;0.297;0.301;0.538;0.186;-0.496864726;-0.452508824;-0.513989305;-0.466534796;0.752987154;0.684080185;1.218018082;1.421416359;0.002104222;-0.318363245;0.053435216;-0.368853957;NA;NA
Monte Mediterraneo;152;D;50;-0.132;-0.471;0.388;-0.266;NA;0.58;0.166;0.192;0.969;1.829;1.533;-0.231;-0.319;1.218;-0.332;-0.264;1.359;0.927;-0.294;0.041;-0.179;-0.183;-0.363;-0.383;1.065;0.501;0.26;0.064;-0.19;-0.418;-0.102;-0.334;0.153;-0.446;0.304;-0.52;-0.466;-0.466;-0.584;-0.586;-0.129;-0.129;0.123;0.12;1.363;0.604;0.636598192;-0.424729095;0.07151623;-0.451612704;0.798825838;1.885611931;0.134941511;0.76007739;1.757405467;2.092697221;0.91241088;1.206283517;NA;NA
Monte Mediterraneo;153;H;0;-0.179;-0.286;0.38;NA;NA;-0.788;0.543;-1.077;-0.453;-0.342;1.694;-0.277;-0.885;-1.231;-0.353;-0.182;0.177;1.323;-0.321;0.143;-0.01;-0.034;0.18;-0.383;0.921;0.501;0.26;0.066;-0.19;-0.768;-0.102;-0.833;-0.438;-0.102;0.405;-0.423;-0.561;-0.561;0.256;0.254;-0.344;-0.344;0.003;0.004;-0.152;0.637;-0.496864726;-0.452508824;-0.513989305;-0.466534796;2.304526945;0.060227665;1.177050647;1.451363784;0.497959749;-0.318363245;0.108147042;-0.368853957;0.983009514;0.446105609
Monte Mediterraneo;154;D;70;-0.272;-0.508;-0.065;-1.262;-0.573;0.124;-0.21;0.578;-0.049;-0.213;-0.75;-0.257;0.984;0.94;-0.322;-0.273;0.15;1.173;-0.3;0.271;0.347;0.4;0.792;-0.181;1.223;0.501;0.26;0.06;-0.191;-0.326;-0.102;-0.204;0.005;1.154;0.177;-0.488;1.441;1.441;-1.101;-1.099;1.1;1.1;1.342;1.34;1.463;-0.687;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.480671331;-0.006980131;1.074632058;0.827459097;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.407859465;0.954854676
Monte Mediterraneo;155;D;45;0.333;0.083;-0.274;NA;NA;-0.332;0.166;-0.065;-0.067;-0.539;0.092;-0.277;-0.885;1.262;-0.338;-0.309;0.122;-0.435;-0.327;-0.113;0.61;0.175;0.994;-0.584;1.759;0.255;0.26;0.061;-0.192;-0.399;-0.102;-0.798;-0.29;-0.395;-0.238;-0.561;-0.393;-0.393;-0.277;-0.278;-0.138;-0.138;0.54;0.545;0.506;0.198;-0.496864726;-0.452508824;-0.513989305;-0.466534796;0.555183269;-0.317880318;1.294832023;0.85990214;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.509473672;0.442538289
Monte Mediterraneo;156;D;55;0.101;-0.471;-0.601;-1.306;-0.573;0.58;0.92;0.597;1.232;-0.135;-0.102;-0.169;1.102;0.159;-0.325;-0.055;1.437;0.719;-0.231;0.654;0.128;0.469;0.155;-0.584;0.695;0.378;0.26;0.06;-0.192;-0.676;-0.102;0.117;0.448;2.776;1.326;0.12;0.987;0.987;-0.775;-0.773;1.305;1.305;1.268;1.266;1.463;0.002;-0.158886692;-0.217924451;-0.035361764;-0.093482513;-0.042712604;-0.060335939;0.503648428;0.518002372;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.352423632;0.707009707
Monte Mediterraneo;157;D;55;-1.063;-0.841;-0.951;NA;NA;0.124;0.543;-0.36;0.267;0.142;-0.262;-0.251;-0.34;1.185;-0.338;-0.143;0.363;0.658;-0.274;0.501;0.43;0.606;0.155;-0.383;1.374;-0.472;0.26;0.06;-0.193;-0.381;-0.102;-0.394;0.153;1.377;0.711;-0.542;0.979;0.979;-1.201;-1.202;0.541;0.541;1.118;1.117;1.259;-0.109;-0.160260587;-0.242617542;0.062222491;-0.217833274;-0.049189809;0.618924535;0.821146052;1.326582847;-0.109907219;-0.318363245;0.162858868;-0.368853957;0.811843599;0.649443221
Monte Mediterraneo;158;D;65;-0.504;-1.21;-1.295;-0.321;NA;0.124;0.166;-0.728;-0.558;1.039;1.152;-0.254;1.763;-0.551;-0.352;-0.223;-0.546;-0.106;-0.333;0.508;0.913;0.798;0.909;0.021;1.45;0.279;0.26;0.062;-0.192;-0.049;-0.102;-0.548;-0.142;-0.536;-0.597;-0.743;-0.465;-0.465;0.023;0.025;0.57;0.57;0.175;0.173;0.283;0.128;-0.496864726;-0.452508824;-0.513989305;-0.466534796;1.80976811;1.836873453;1.289711094;1.433894453;0.037620045;-0.318363245;-0.099757896;-0.368853957;1.084269359;0.578327308
Monte Mediterraneo;159;D;40;-1.9;-2.442;-1.453;NA;NA;0.58;0.166;0.339;0.302;2.421;1.755;-0.191;1.599;0.187;-0.323;-0.195;1.389;0.124;-0.29;-0.411;0.46;-0.331;0.074;-0.181;0.997;1.117;0.26;0.068;-0.19;-0.307;-0.102;-0.287;-0.585;-0.429;-0.994;-0.341;-0.975;-0.975;-0.216;-0.217;-0.495;-0.495;-0.208;-0.208;-0.631;0.52;-0.496864726;-0.452508824;-0.513989305;-0.466534796;1.325472453;1.253037788;0.419153093;0.081269091;3.486752841;6.12261257;1.78232891;3.096448486;1.188716418;0.14653979
Monte Mediterraneo;160;H;5;0.892;0.021;1.39;NA;NA;-0.332;-0.587;-0.838;-0.786;-0.746;0.41;-0.277;-0.883;1.262;-0.35;-0.333;-1.092;1.331;-0.336;-0.027;0.96;0.444;1.177;-0.181;3.111;1.142;0.26;0.067;-0.189;-0.658;-0.102;0.604;0.743;-0.12;-0.025;-1.093;-0.346;-0.346;1.511;1.509;-0.388;-0.388;0.306;0.301;0.538;0.47;-0.496864726;-0.452508824;-0.513989305;-0.466534796;0.934847149;-0.473843448;1.294832023;1.369008365;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.822135844;0.952484252
Monte Mediterraneo;161;H;5;1.357;-0.102;1.361;-1.007;-0.18;0.124;0.543;-0.875;-0.453;1.335;1.669;-0.256;-0.745;0.784;-0.35;-0.217;0.516;-0.383;-0.33;-0.144;0.799;0.421;0.882;0.222;0.468;0.156;0.26;0.066;-0.191;-0.824;-0.102;0.759;0.89;-0.261;0.685;-0.949;-0.451;-0.451;0.75;0.748;-0.293;-0.292;0.542;0.545;0.829;0.056;-0.290780559;-0.34138991;-0.41175818;-0.4018724;2.362323546;2.20369463;1.241062264;1.421416359;0.138703541;-0.318363245;-0.099757896;-0.368853957;1.185690221;0.226573544
Monte Mediterraneo;162;H;0;-0.97;-0.841;0.329;1.239;NA;-0.332;0.166;-0.047;-0.646;0.793;1.444;-0.277;-0.885;1.262;-0.346;-0.195;1.643;-0.075;-0.34;0.175;0.959;0.655;1.347;0.222;0.015;0.969;0.26;0.062;-0.193;-0.732;-0.102;0.022;0.743;-0.069;1.456;-0.954;-0.369;-0.369;1.058;1.056;-0.158;-0.159;0.475;0.47;1.809;0.326;-0.496864726;-0.452508824;-0.513989305;-0.466534796;2.322962068;1.535207925;1.420294794;1.451363784;-0.325734142;-0.318363245;-0.362374659;-0.368853957;1.285987643;0.397457231
Monte Mediterraneo;163;H;10;0.892;0.058;-0.344;NA;NA;-0.332;0.543;-0.047;0.6;-0.835;-0.61;-0.277;-0.885;1.262;-0.28;-0.193;1.096;0.791;-0.282;-0.113;1.642;0.877;1.701;0.222;-0.513;1.339;0.26;0.06;-0.193;-0.547;-0.102;0.284;0.89;3.058;1.845;2.883;0.655;0.655;2.129;2.13;0.586;0.586;1.541;1.541;1.431;0.086;-0.468012943;-0.452508824;-0.425698788;-0.466534796;-0.373050074;-0.677005947;0.867234417;-0.420350278;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.369256757;0.864545381
Monte Mediterraneo;164;D;35;-0.784;-0.656;-0.554;NA;NA;-0.332;-0.21;0.192;-0.646;-0.865;-0.602;-0.277;-0.885;1.262;-0.332;-0.273;-0.577;1.27;-0.33;-0.752;0.752;-0.442;1.121;-0.181;0.242;0.76;0.26;0.06;-0.194;0.45;-0.102;-0.061;0.743;1.456;1.997;-1.039;2.488;2.488;-0.762;-0.763;2.03;2.03;1.977;1.976;2.668;-0.729;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.28087446;-0.664180031;1.258985517;0.203554409;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.651969313;0.956589731
Monte Mediterraneo;165;D;55;-0.83;-0.779;-0.337;-1.301;-0.368;0.124;0.166;0.652;0.863;-0.835;-0.979;-0.262;0.768;0.326;-0.317;-0.247;1.187;0.694;-0.243;-0.312;0.817;-0.046;0.966;0.424;0.317;0.895;0.26;0.063;-0.194;-0.658;-0.102;-0.097;0.595;0.067;0.252;-0.942;-0.344;-0.344;-0.291;-0.292;0.147;0.146;0.797;0.799;0.315;0.365;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.741254283;-0.5810681;0.672639099;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.126815993;1.466292234
Monte Mediterraneo;166;D;65;-0.551;-1.272;-0.478;NA;NA;-0.788;-0.587;-1.077;-0.962;-0.44;-0.548;-0.277;-0.885;-1.231;-0.353;-0.333;-1.093;1.331;-0.344;0.222;1.793;0.992;1.744;0.827;0.544;1.019;0.26;0.066;-0.194;-0.344;-0.102;0.141;0.743;0.076;0.043;-1.009;-0.329;-0.33;0.597;0.599;-0.445;-0.445;0.633;0.629;0.829;0.732;-0.454273998;-0.452508824;-0.397817572;-0.466534796;-0.1882006;-0.709327253;1.376766894;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.289580028;0.862491205
Monte Mediterraneo;167;H;0;0.799;0.822;1.19;1.497;-0.573;0.124;-0.21;0.119;0.179;0.004;-0.031;-0.25;0.096;0.666;-0.329;-0.269;1.134;0.71;-0.286;-0.794;-0.971;-0.964;-0.829;-0.786;0.77;-0.238;0.26;0.07;-0.194;-0.215;-0.102;0.45;0.89;-0.411;1.286;0.865;-0.093;-0.093;-0.892;-0.894;-0.154;-0.154;0.576;0.576;1.95;-0.321;-0.496864726;-0.452508824;-0.513989305;-0.466534796;0.002129586;0.417814184;0.480604246;1.264192378;0.92278363;-0.073123952;1.645549345;0.103687285;0.996191832;0.39503651
Monte Mediterraneo;168;H;15;-0.737;-0.841;-0.216;NA;NA;-0.332;0.543;-0.838;-0.067;2.075;1.558;-0.277;-0.882;1.262;-0.352;-0.217;0.366;-0.275;-0.314;-0.726;0.685;-0.45;0.33;-0.383;0.846;0.526;0.26;0.069;-0.193;-0.676;-0.102;0.355;0.595;-0.495;0.886;-0.37;-0.541;-0.541;-0.142;-0.143;-0.119;-0.119;1.273;1.276;1.844;-0.031;-0.242694254;-0.452508824;-0.383876964;-0.466534796;1.997108817;3.202576914;1.056708805;1.451363784;0.7083227;-0.318363245;0.261340154;-0.368853957;1.121959113;0.164499577
Monte Mediterraneo;169;H;5;-0.597;-0.41;-0.079;0.379;NA;0.124;0.543;-0.415;0.214;1.631;1.262;-0.231;-0.339;1.22;-0.345;-0.227;0.55;0.948;-0.308;0.718;0.489;1.326;0.205;0.222;0.461;0.674;0.26;0.068;-0.192;-0.935;-0.102;0.462;0.448;0.006;0.661;-0.294;-0.521;-0.521;0.097;0.095;-0.258;-0.257;0.63;0.629;0.732;0.731;0.104901041;-0.452508824;-0.165474106;-0.466534796;1.396721711;2.331440747;0.808343729;1.231749334;0.933711575;0.246513779;0.502072187;0.028080686;0.979127005;0.19043181
Vista Alegre;170;H;5;-0.179;-0.471;-0.852;NA;NA;1.036;1.673;0.707;0.582;-0.144;-0.216;-0.236;1.153;-0.742;-0.342;-0.296;0.649;1.238;-0.304;-1.122;-0.156;-0.8;-0.013;1.029;1.601;0.008;1.337;0.287;0.749;0.007;-0.102;-1.106;-1.028;-0.417;-0.145;-0.437;0.375;0.375;-0.459;-0.46;0.761;0.761;1.562;1.563;0.797;-0.285;-0.477630204;-0.362996366;-0.48146122;-0.322287913;0.154593034;0.272111786;1.212897152;1.344052178;-0.333930102;-0.318363245;-0.296720468;-0.368853957;0.641380828;0.767017417
Vista Alegre;171;H;5;0.007;-0.779;-0.734;NA;NA;1.948;2.05;1.333;1.197;-0.539;-0.253;-0.229;0.836;0.533;-0.335;-0.31;0.366;0.957;-0.247;-0.704;0.531;-0.883;0.959;1.835;1.223;-0.608;1.337;0.286;0.75;-0.012;-0.102;-1.261;-1.323;0.293;-1.024;-0.279;-0.863;-0.863;-0.459;-0.46;-0.059;-0.059;0.323;0.322;0.634;-1.987;-0.43641337;-0.421642459;-0.41175818;-0.367054187;-0.142860163;-0.319419428;0.554857723;0.852415284;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.248708675;0.758883226
Vista Alegre;172;H;5;0.612;0.76;0.282;-1.93;NA;0.124;1.296;0.818;1.618;-0.736;-0.622;-0.273;1.176;0.602;-0.34;-0.302;0.724;0.976;-0.244;-1.114;0.28;-0.791;0.202;1.029;0.619;-0.238;1.337;0.292;0.75;-0.787;-0.102;0.581;0.448;1.707;2.151;3.921;-0.158;-0.158;1.779;1.78;-0.378;-0.378;0.773;0.778;1.773;-1.988;-0.468012943;-0.452508824;-0.421051918;-0.466534796;-0.435330894;-0.504112608;0.621429805;0.952240034;-0.331198115;-0.318363245;-0.187296817;-0.368853957;0.151647502;0.868396135
Vista Alegre;173;H;5;-0.784;-0.976;-1.134;0.809;-0.573;0.58;0.92;0.615;1.478;-0.429;-0.435;-0.218;1.278;0.908;-0.335;-0.306;1.1;1.075;-0.228;-0.78;1.488;2.657;2.222;2.239;-0.513;-0.423;1.337;0.289;0.75;-0.51;-0.102;-0.227;-0.29;-0.019;0.139;-0.591;-0.183;-0.183;0.432;0.431;-0.216;-0.215;0.792;0.788;0.96;-1.163;-0.417178848;-0.452508824;-0.337408271;-0.466534796;-0.287849912;-0.127030698;0.577901905;1.171854484;-0.172742906;-0.186099356;0.157387685;0.103687285;0.331610486;0.720532718
Vista Alegre;174;H;15;0.845;-0.52;-1.142;NA;NA;1.948;2.05;1.517;1.986;1.335;0.376;-0.238;0.366;0.066;-0.337;-0.306;0.998;0.572;-0.253;-0.564;1.434;0.063;1.07;2.239;1.752;0.008;1.337;0.286;0.751;-0.861;-0.102;-0.263;-0.438;-0.209;0.271;0.305;-0.376;-0.376;0.671;0.669;-0.156;-0.157;0.662;0.661;1.567;-2.018;1.058383786;3.634197887;0.949774533;1.821519203;-0.203646243;0.532734385;-0.274732843;0.006400528;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.007636301;0.667262369
Vista Alegre;175;H;5;0.473;-1.087;-0.234;-1.809;-0.061;0.124;0.166;0.229;0.898;-0.687;-0.61;-0.241;1.742;-0.199;-0.325;-0.325;1.021;0.644;-0.28;-1.081;0.041;-0.029;-0.037;2.44;2.129;0.267;0.967;0.298;0.76;0.173;-0.102;-1.083;-1.028;1.782;0.027;-0.566;-0.047;-0.047;1.447;1.448;-0.366;-0.366;0.646;0.651;1.635;0.165;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.416397525;-0.426131043;0.66239724;1.161872009;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.023457524;1.057369841
Vista Alegre;176;H;10;0.101;0.957;-0.145;NA;NA;0.58;0.166;1.277;0.776;-0.638;0.068;-0.233;1.364;1.144;-0.31;-0.325;0.271;0.785;-0.289;-1.062;0.147;-0.671;-0.055;0.021;1.45;0.058;0.967;0.296;0.761;-0.529;-0.102;0.105;0.3;1.631;1.41;0.911;-0.059;-0.059;1.239;1.238;-0.482;-0.482;0.664;0.661;1.567;-2.206;-0.496864726;-0.452508824;-0.513989305;-0.466534796;0.028038408;-0.526173183;0.385867052;0.141163941;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.154108786;1.032769332
Vista Alegre;177;H;10;2.939;1.401;-0.313;1.425;-0.539;-0.332;-0.587;-0.893;-1.085;-0.687;-0.905;-0.277;-0.875;1.262;-0.352;-0.333;-1.071;1.331;-0.346;-0.688;-0.273;-0.895;-0.554;-0.584;1.374;-0.337;0.967;0.299;0.76;0.542;-0.102;-0.037;0.005;0.39;1.334;-0.441;0.195;0.195;1.151;1.15;-0.509;-0.509;1.011;1.011;2.233;-1.813;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.625661081;-0.393809737;1.420294794;1.408938265;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.623294042;1.435094068
Vista Alegre;178;H;20;0.007;-0.73;-0.438;NA;NA;1.948;1.673;2.105;1.267;1.335;0.745;-0.202;1.525;0.639;-0.317;-0.312;0.969;0.982;-0.277;-0.879;1.251;-0.226;1.2;1.634;1.752;0.735;0.967;0.301;0.759;0.007;-0.102;-0.845;-0.88;-0.263;-0.748;-0.871;-0.478;-0.478;-0.65;-0.651;0.199;0.199;0.666;0.661;0.862;-1.335;0.517069375;1.842405406;0.243450395;0.816765056;0.438593574;0.646628513;0.280887999;0.103729659;-0.201428763;0.70668189;-0.23653746;0.443916979;0.420547376;0.542189398
Vista Alegre;179;H;15;4.056;0.452;0.085;0.574;NA;1.036;0.543;0.56;-0.313;-0.44;-0.696;-0.237;1.185;-0.873;-0.33;-0.326;-0.896;0.376;-0.322;-0.943;0.484;-0.055;0.599;1.835;1.374;-0.694;0.589;0.304;0.759;1.741;-0.102;0.022;-0.142;-0.362;-0.423;-0.953;0.438;0.438;0.18;0.179;-0.514;-0.514;0.705;0.704;0.411;-1.533;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.362586896;-0.08444866;1.422855259;1.388973315;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.663181295;1.065217944
Moralejos;180;H;20;1.078;0.539;-0.101;NA;NA;-0.332;-0.587;-0.176;-0.19;2.322;2.063;-0.277;-0.885;1.262;-0.349;-0.333;-1.093;1.331;-0.335;0.445;1.551;1.823;1.426;0.827;-1.042;0.008;2.008;0.146;0.631;-0.861;-0.102;0.497;0.3;-0.259;0.639;-0.673;-0.207;-0.207;0.537;0.538;-0.588;-0.588;0.655;0.651;0.764;-0.045;-0.496864726;-0.452508824;-0.513989305;-0.466534796;3.128128511;3.523224797;1.443338976;1.453859403;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.499524042;0.556601801
Moralejos;181;H;5;-0.458;1.093;0.823;-0.328;-0.573;-0.332;-0.21;-0.378;-0.225;0.448;1.004;-0.277;-0.884;1.262;-0.35;-0.255;1.477;-0.072;-0.33;-0.965;-0.043;-0.723;0.232;1.029;0.997;0.008;2.008;0.147;0.632;-1.507;-0.102;-0.358;-0.29;-0.218;0.194;-0.662;-0.658;-0.658;-0.219;-0.217;-0.71;-0.711;-0.07;-0.071;1.635;-0.406;-0.496864726;-0.452508824;-0.513989305;-0.466534796;1.735031126;1.086813926;1.387008753;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.999752879;0.787307956
Moralejos;182;H;15;-0.086;1.351;0.043;NA;NA;1.036;0.543;1.094;0.389;1.335;1.398;0.032;0.136;0.201;-0.305;0.268;-0.369;0.151;-0.275;-0.486;0.403;-0.439;0.464;1.23;0.393;-0.176;2.008;0.15;0.632;-0.787;-0.102;-0.524;-1.028;-0.495;-0.952;0.191;-1.016;-1.016;-0.35;-0.353;-0.777;-0.777;-0.376;-0.378;-0.721;-0.046;-0.443282843;-0.230270997;-0.486108089;-0.342184035;1.979171941;1.724518435;1.184732041;1.014630503;-0.126299137;0.078428421;-0.23653746;-0.053826463;0.749090044;0.67138704
Moralejos;183;H;15;1.264;0.083;0.267;0.968;NA;-0.332;-0.21;0.008;-0.242;0.595;1.632;-0.277;-0.885;1.262;-0.348;-0.255;1.424;-0.067;-0.334;-0.159;0.798;0.339;0.223;0.827;0.378;0.132;2.008;0.153;0.632;-0.676;-0.102;-0.524;-0.585;-0.043;-0.485;-0.125;-0.636;-0.636;1.281;1.28;-0.682;-0.682;0.238;0.237;-0.335;-0.598;-0.496864726;-0.452508824;-0.513989305;-0.466534796;2.551657239;1.278689619;1.417734329;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.141022508;0.736775286
Moralejos;184;H;30;1.078;0.428;0.629;NA;NA;0.58;0.543;-0.507;-0.137;1.582;1.915;-0.2;-0.392;-0.046;-0.35;0.147;0.145;0.136;-0.317;-0.229;0.059;-0.078;0.173;0.827;0.997;0.082;2.008;0.152;0.631;-1.433;-0.102;0.854;0.743;0.179;-0.458;-0.59;-0.488;-0.488;0.461;0.459;-0.655;-0.655;0.429;0.428;2.127;-1.395;-0.496864726;-0.452508824;-0.513989305;-0.466534796;2.698639975;2.520751257;1.274348305;1.421416359;-0.332564108;-0.318363245;-0.373317024;-0.368853957;0.745528646;0.795114726
Moralejos;185;H;20;0.799;1.462;1.11;0.121;-0.539;0.124;-0.21;-0.268;-0.137;1.483;1.817;-0.237;1.605;-0.09;-0.348;-0.255;1.614;-0.065;-0.32;-0.113;0.025;0.034;0.22;0.222;0.921;-0.238;2.008;0.154;0.631;-0.75;-0.102;0.462;0.153;-0.261;-0.062;-0.825;-0.623;-0.623;0.235;0.235;-0.683;-0.683;-0.133;-0.134;0.345;-0.921;-0.496864726;-0.452508824;-0.513989305;-0.466534796;2.601980142;2.394031213;1.289711094;1.421416359;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.829290527;0.885664485
Moralejos;186;H;25;0.612;0.083;0.378;NA;NA;-0.332;-0.587;-0.709;-0.839;2.717;2.161;-0.277;-0.883;1.262;-0.352;-0.333;-1.092;1.331;-0.344;-0.471;1.187;0.072;1.239;0.625;1.525;0.871;2.155;0.148;0.629;-1.377;-0.102;0.343;0.005;-0.073;-0.704;2.919;-0.868;-0.868;-0.038;-0.04;-0.758;-0.758;0.38;0.385;0.158;-0.004;-0.496864726;-0.452508824;-0.513989305;-0.466534796;3.252690151;4.036774445;1.440778511;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.541607376;0.482199757
Moralejos;187;H;30;0.287;-0.139;-0.274;-0.024;-0.47;-0.332;-0.587;-0.764;-0.962;1.927;2.112;-0.277;-0.883;1.262;-0.352;-0.333;-1.09;1.331;-0.346;-0.13;1.219;0.553;1.032;1.634;1.148;0.353;2.155;0.147;0.629;-1.138;-0.102;-0.168;-0.438;-0.265;-0.732;2.145;-0.788;-0.788;0.25;0.249;-0.646;-0.646;0.258;0.258;-0.454;0.046;-0.496864726;-0.452508824;-0.513989305;-0.466534796;3.190409331;3.010188184;1.440778511;1.453859403;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.552344547;0.500185957
